context	label	split
Both peptides are required for the normal display of behavioral rhythms in constant conditions—producing short period rhythms or arrhythmicity—and both affect the rhythmicity of cellular pacemaking <CITED HERE>.	background	train
A major limitation of many studies involving training in HIV-positive populations is small sample sizes (<CITED HERE>; Rigsby et al., 1992).	background	train
Second, overall, results of the studies on the metabolic effects of Ramadan fasting in healthy pregnant women <CITED HERE> (Tables 2) give enough evidence that accelerated starvation, especially in late pregnancy [24], exists during fasting day hours with evident low blood glucose, elevated beta-hydroxybutyrate [21,24,25,29,33], ketosis, and ketonemia [26,29].	result	train
Vaccine-controlled field trials in combination with acaricide treatments demonstrated that an integrated approach resulted in control of tick infestations while reducing the use of acaricides (de la <CITED HERE>; de la Fuente and Kocan 2003).	background	train
In addition, there is significant evidence for hydrophobic clustering in the unfolded states of some folded proteins, including the drkN SH3 domain (35–37), reduced unfolded lysozyme <CITED HERE>, and acid-denatured apomyoglobin (24).	background	train
Go trials occurred with probability p .75 to encourage hand preparation as in previous studies using the hybrid-choice RT go/no-go paradigm (e.g., Abdel Rahman et al., 2002; <CITED HERE>).	method	val
First, Table 7 compares of our optimized Chebyshev quadratic and cubic interpolators with an optimized bipartite table method (SBTM) [13], an optimized symmetric table additional method (STAM) [20], a Chebyshev method without any optimization and standard multipliers [18], multipartite table methods [14], a Chebyshev method with constant-correction truncated multipliers [26], an enhanced quadratic minimax method [25] and two linear approximation algorithms (DM97 <CITED HERE> and Tak98 [24]).	method	val
"…found in an apicolateral
898
D E V E LO
P M
E N T
region on cellularizing furrows, which is the region of the furrow to which membrane addition is known to occur (<CITED HERE>; Sisson et al., 2000; Pelissier et al., 2003), and furrow formation fails when Rab8 function is disrupted."	background	train
…to the optic nerve in the neonatal rat induces the appearance of chromatin condensation (pyknosis) in ganglion cells (Miller and Oberdorfer, 1981; <CITED HERE>; Rabacchi et al., 1994a) as well as nuclear DNA fragmentation, as assessed by applying a method of in situ detection of DNA…	method	train
Symptoms typically manifest when patients are in their 50s or 60s, and women are disproportionately more frequently affected compared to men <CITED HERE>.	background	train
…of support and accountability and decrease dependency on insecure resources (financial, human, technical, informational), in order for local stakeholders to negotiate their respective roles in the pursuit of health and development, beyond a project intervention’<CITED HERE>4a).	background	train
In order to fulfill this point the most popular technic is the replication in different providers <CITED HERE>, however this process generates a waste of storage resources when the system makes unnecessary replicas.	background	train
A series of nonfluorescing exo mutants that fail to produce succinoglycan were isolated; most of the exo genes are located in a cluster, which has been sequenced <CITED HERE>.	background	train
Such kinds of response have been observed in female exposed chronically to glucocorticoid.<CITED HERE> Moreover, testicular steroidogenic activities in the fetus start at earlier part of the last week of gestation in rats.	background	train
Habitat selection was then expressed with a simple estimator corresponding to the ratio of observed:expected use for a given habitat type (selection ratios according to <CITED HERE>).	background	train
, 2010), Symfeat (SYM for short) dataset (Hauagge and Snavely, 2012) and VGG dataset <CITED HERE>.	background	train
The 13.4Ptf1a5 -lacZ construct contains chr2:19353922-19367481, and the 15.6Ptf1a5 -lacZ construct contains chr2:19351717-19367481 placed 5 to a lacZ reporter gene (<CITED HERE>).	background	train
They did not have access to a computer or the internet, or sufficient skill to use them; this has been found elsewhere <CITED HERE>.	background	train
More recent investigations have shown that dyslexics have difficulty discriminating and processing both simple and complex rapid sound sequences (<CITED HERE>6; Kujala et al., 2000; Renvall and Hari, 2002; Schulte- Körne, Deimel, Bartling, Remschmidt, 1998; Tallal, Miller, Jenkins, &…	background	train
Hence, the ILD ABL response area analysis window included the physiologic ILD range ( 40 dB) characterized previously (<CITED HERE>) and an ABL range from threshold to 40 dB above ABL threshold.	background	train
This is a similar idea to the concept of a course or career fitting an individual‚Äôs values and expectation<CITED HERE>005) and may be a useful framework for considering decisions to pursue teacher education despite negative comments and experiences.	method	train
However, giant panda habitat analyses have been performed mainly inside nature reserves (Linderman et al., 2005; <CITED HERE>; Viña et al., 2007, 2008) or within single mountain regions (Feng et al., 2009; Loucks et al., 2003; Shen et al., 2008; Xu et al., 2006) and often using…	background	train
Poincar√© plots were constructed from the R‚ÄìR interval data for each participa<CITED HERE>01).	method	train
0% depending on the detection wavelengths <CITED HERE>, experimental setup, and illumination source.	background	val
…the Care Pathway Having this information as input (in the form of HPDL domain and problem files), the IACTIVE planner can find a solution for the problem of obtaining a plan tailored to a patient profile (step 3 of Figure 5.6), while respecting the available resources [<CITED HERE>].	method	train
Homeoproteins contain a highly conserved, 60 amino acid peptide domain known as the homeodomain (McGinnis et al., 1984a,b; <CITED HERE>), a peptide motif conferring sequence-specific DNA binding ability to the homeoproteins (Laughon and Scott, 1984; Desplan et al., 1985; Beachy et al.,…	background	train
The results of Deubel et al. (1996, 1998), Demeyer et al. (2010) and <CITED HERE> show clearly that inserting a post-saccadic blank improves people‚Äôs ability to judge which way the saccade target moved, whereas our results demonstrate that inserting a postsaccadic blank leads people to believe‚Ä¶	result	val
gov/pubmed/) and both the total number of publications and the growth rate of the number of publications are increasing exponentially <CITED HERE>.	background	train
radiata are usually diurnal [30], [37] herbivores, whose broad diets occasionally include non-vegetative matter, such as carrion [38], <CITED HERE>.	background	train
[5, 8, 38‚Äì40] We identified a higher prevalence of multimorbidity among the most affluent groups, which contrasts with some earlier studies from LMIC<CITED HERE>6] This could be due to self-reporting of NCD status in our data, as respondents from higher socioeconomic background have better access to health services resulting in better diagnoses of their NCDs[37].	result	train
